182 -2
48 -2
27 -2
156 -2
6 -2
82 -1
139 -1
318 -1
71 -2
28 -1
3 -1
78 -1
105 -2
26 -2
345 -2
115 -1
175 -1
353 -2
51 -1
339 -1
83 -2
58 -2
124 -2
183 -1
27 -1
16 -1
161 -1
84 -1
227 -2
124 -2
47 -1
288 -2
89 -1
39 -2
110 -1
342 -2
353 -2
45 -2
85 -2
109 -2
44 -1
213 -1
353 -2
25 -1
54 -1
234 -1
25 -2
126 -1
90 -1
76 -2
238 -2
113 -2
53 -1
21 -2
75 -2
133 -1
119 -1
349 -1
34 -2
108 -1
59 -1
63 -2
67 -1
93 -1
97 -1
210 -1
60 -1
46 -2
172 -1
155 -2
86 -2
122 -2
96 -1
3 -2
199 -1
102 -2
24 -2
17 -2
120 -1
92 -2
10 -2
254 -1
50 -2
33 -2
177 -1
137 -1
353 -1
3 -2
194 -1
313 -1
268 -1
2 -2
196 -2
293 -2
2 -2
13 -2
258 -2
7 -1
215 -1
187 -1
193 -1
3 -1
253 -1
297 -1
12 -1
17 -1
160 -2
181 -2
309 -1
122 -2
5 -2
243 -2
352 -1
14 -2
353 -2
295 -2
272 -1
212 -1
36 -1
292 -1
12 -1
17 -1
271 -2
70 -2
351 -2
2 -2
349 -2
23 -1
242 -2
163 -1
5 -2
11 -2
205 -2
14 -2
35 -2
351 -1
284 -1
283 -2
2 -2
209 -2
168 -2
197 -2
191 -2
314 -1
323 -1
160 -2
181 -2
251 -1
226 -2
351 -2
307 -2
2 -1
2 -1
70 -1
271 -1
2 -2
349 -2
351 -2
23 -1
55 -1
296 -2
278 -1
260 -1
11 -1
306 -1
23 -1
144 -1
178 -2
200 -2
179 -2
190 -2
225 -2
35 -2
15 -1
69 -2
276 -1
206 -2
351 -1
36 -2
167 -2
256 -2
275 -2
192 -1
241 -1
69 -1
2 -2
2 -2
299 -1
177 -2
343 -2
219 -1
36 -2
134 -2
122 -1
201 -1
267 -2
236 -2
352 -2
206 -1
2 -2
207 -2
249 -2
270 -1
204 -1
322 -2
349 -2
23 -2
55 -2
186 -2
13 -1
352 -1
30 -1
30 -1
35 -2
117 -1
185 -1
30 -2
166 -2
289 -1
203 -1
224 -2
142 -1
351 -1
332 -1
305 -1
7 -1
312 -2
264 -1
263 -1
13 -1
15 -1
262 -1
2 -1
224 -1
117 -1
117 -1
195 -1
294 -1
